# form	books	analysis — tools/oracle.py
# forms apertium-kaz generates that this recogniser refuses.
# `books` is how many of the 3,860 editions write it: 0 means the
# disagreement is probably apertium's rather than ours.
жақсырағыннікілерде	0	жақсы<adj><comp><subst><px3sp><gen><subst><pl><loc>
жақсырағыннікілерден	0	жақсы<adj><comp><subst><px3sp><gen><subst><pl><abl>
жақсырағыннікілерді	0	жақсы<adj><comp><subst><px3sp><gen><subst><pl><acc>
жақсырағыннікілердің	0	жақсы<adj><comp><subst><px3sp><gen><subst><pl><gen>
жақсырағыннікілер	0	жақсы<adj><comp><subst><px3sp><gen><subst><pl><nom>
жақсырағыннікілермен	0	жақсы<adj><comp><subst><px3sp><gen><subst><pl><ins>
жақсырағыннікімен	0	жақсы<adj><comp><subst><px3sp><gen><subst><ins>
жақсырағыннікінге	0	жақсы<adj><comp><subst><px3sp><gen><subst><dat>
жақсырағыннікінде	0	жақсы<adj><comp><subst><px3sp><gen><subst><loc>
жақсырағыннікінен	0	жақсы<adj><comp><subst><px3sp><gen><subst><abl>
жақсырағыннікін	0	жақсы<adj><comp><subst><px3sp><gen><subst><acc>
жақсырағыннікінің	0	жақсы<adj><comp><subst><px3sp><gen><subst><gen>
жақсырағыңыздардікінге	0	жақсы<adj><comp><subst><px2pl><frm><gen><subst><dat>
жақсырағыңыздікінге	0	жақсы<adj><comp><subst><px2sg><frm><gen><subst><dat>
жақсырақтардікінге	0	жақсы<adj><comp><subst><pl><gen><subst><dat>
жақсырақтарымдікінге	0	жақсы<adj><comp><subst><pl><px1sg><gen><subst><dat>
жақсырақтарымыздікінге	0	жақсы<adj><comp><subst><pl><px1pl><gen><subst><dat>
жақсырақтарыңдардікінге	0	жақсы<adj><comp><subst><pl><px2pl><gen><subst><dat>
жақсырақтарыңдікінге	0	жақсы<adj><comp><subst><pl><px2sg><gen><subst><dat>
жақсырақтарыннікі	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><nom>
жақсырақтарыннікілерге	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><dat>
жақсырақтарыннікілерде	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><loc>
жақсырақтарыннікілерден	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><abl>
жақсырақтарыннікілерді	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><acc>
жақсырақтарыннікілердің	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><gen>
жақсырақтарыннікілер	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><nom>
жақсырақтарыннікілермен	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><pl><ins>
жақсырақтарыннікімен	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><ins>
жақсырақтарыннікінге	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><dat>
жақсырақтарыннікінде	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><loc>
жақсырақтарыннікінен	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><abl>
жақсырақтарыннікін	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><acc>
жақсырақтарыннікінің	0	жақсы<adj><comp><subst><pl><px3sp><gen><subst><gen>
жақсырақтарыңыздардікінге	0	жақсы<adj><comp><subst><pl><px2pl><frm><gen><subst><dat>
жақсырақтарыңыздікінге	0	жақсы<adj><comp><subst><pl><px2sg><frm><gen><subst><dat>
жақсырақтікінге	0	жақсы<adj><comp><subst><gen><subst><dat>
жақсысыннікі	0	жақсы<adj><subst><px3sp><gen><subst><nom>
жақсысыннікілерге	0	жақсы<adj><subst><px3sp><gen><subst><pl><dat>
жақсысыннікілерде	0	жақсы<adj><subst><px3sp><gen><subst><pl><loc>
жақсысыннікілерден	0	жақсы<adj><subst><px3sp><gen><subst><pl><abl>
жақсысыннікілерді	0	жақсы<adj><subst><px3sp><gen><subst><pl><acc>
жақсысыннікілердің	0	жақсы<adj><subst><px3sp><gen><subst><pl><gen>
жақсысыннікілер	0	жақсы<adj><subst><px3sp><gen><subst><pl><nom>
жақсысыннікілермен	0	жақсы<adj><subst><px3sp><gen><subst><pl><ins>
жақсысыннікімен	0	жақсы<adj><subst><px3sp><gen><subst><ins>
жақсысыннікінге	0	жақсы<adj><subst><px3sp><gen><subst><dat>
жақсысыннікінде	0	жақсы<adj><subst><px3sp><gen><subst><loc>
жақсысыннікінен	0	жақсы<adj><subst><px3sp><gen><subst><abl>
жақсысыннікін	0	жақсы<adj><subst><px3sp><gen><subst><acc>
жақсысыннікінің	0	жақсы<adj><subst><px3sp><gen><subst><gen>
мектебімдікінге	0	мектеп<n><px1sg><gen><subst><dat>
мектебіміздікінге	0	мектеп<n><px1pl><gen><subst><dat>
мектебіңдердікінге	0	мектеп<n><px2pl><gen><subst><dat>
мектебіңдікінге	0	мектеп<n><px2sg><gen><subst><dat>
мектебіңіздікінге	0	мектеп<n><px2sg><frm><gen><subst><dat>
мектебіннікілерге	0	мектеп<n><px3sp><gen><subst><pl><dat>
мектебіннікілерде	0	мектеп<n><px3sp><gen><subst><pl><loc>
мектебіннікілерден	0	мектеп<n><px3sp><gen><subst><pl><abl>
мектебіннікілерді	0	мектеп<n><px3sp><gen><subst><pl><acc>
мектебіннікілердің	0	мектеп<n><px3sp><gen><subst><pl><gen>
мектебіннікілер	0	мектеп<n><px3sp><gen><subst><pl><nom>
мектебіннікілермен	0	мектеп<n><px3sp><gen><subst><pl><ins>
мектебіннікі	0	мектеп<n><px3sp><gen><subst><nom>
мектебіннікімен	0	мектеп<n><px3sp><gen><subst><ins>
мектебіннікінге	0	мектеп<n><px3sp><gen><subst><dat>
мектебіннікінде	0	мектеп<n><px3sp><gen><subst><loc>
мектебіннікінен	0	мектеп<n><px3sp><gen><subst><abl>
мектебіннікінің	0	мектеп<n><px3sp><gen><subst><gen>
мектебіннікін	0	мектеп<n><px3sp><gen><subst><acc>
мектепіңіздердікінге	0	мектеп<n><px2pl><frm><gen><subst><dat>
мектептердікінге	0	мектеп<n><pl><gen><subst><dat>
мектептерімдікінге	0	мектеп<n><pl><px1sg><gen><subst><dat>
мектептеріміздікінге	0	мектеп<n><pl><px1pl><gen><subst><dat>
мектептеріңдердікінге	0	мектеп<n><pl><px2pl><gen><subst><dat>
мектептеріңдікінге	0	мектеп<n><pl><px2sg><gen><subst><dat>
мектептеріңіздердікінге	0	мектеп<n><pl><px2pl><frm><gen><subst><dat>
мектептеріңіздікінге	0	мектеп<n><pl><px2sg><frm><gen><subst><dat>
мектептеріннікілерге	0	мектеп<n><pl><px3sp><gen><subst><pl><dat>
мектептеріннікілерде	0	мектеп<n><pl><px3sp><gen><subst><pl><loc>
мектептеріннікілерден	0	мектеп<n><pl><px3sp><gen><subst><pl><abl>
мектептеріннікілерді	0	мектеп<n><pl><px3sp><gen><subst><pl><acc>
мектептеріннікілердің	0	мектеп<n><pl><px3sp><gen><subst><pl><gen>
мектептеріннікілер	0	мектеп<n><pl><px3sp><gen><subst><pl><nom>
мектептеріннікілермен	0	мектеп<n><pl><px3sp><gen><subst><pl><ins>
мектептеріннікі	0	мектеп<n><pl><px3sp><gen><subst><nom>
мектептеріннікімен	0	мектеп<n><pl><px3sp><gen><subst><ins>
мектептеріннікінге	0	мектеп<n><pl><px3sp><gen><subst><dat>
мектептеріннікінде	0	мектеп<n><pl><px3sp><gen><subst><loc>
мектептеріннікінен	0	мектеп<n><pl><px3sp><gen><subst><abl>
мектептеріннікінің	0	мектеп<n><pl><px3sp><gen><subst><gen>
мектептеріннікін	0	мектеп<n><pl><px3sp><gen><subst><acc>
мектептікінге	0	мектеп<n><gen><subst><dat>
менікінге	0	мен<prn><pers><p1><sg><gen><subst><dat>
өздеріңдікінге	0	өз<prn><ref><px2pl><gen><subst><dat>
өздеріңіздікінге	0	өз<prn><ref><px2pl><frm><gen><subst><dat>
өздеріннікілерге	0	өз<prn><ref><px3pl><gen><subst><pl><dat>
өздеріннікілерден	0	өз<prn><ref><px3pl><gen><subst><pl><abl>
өздеріннікілерде	0	өз<prn><ref><px3pl><gen><subst><pl><loc>
өздеріннікілердің	0	өз<prn><ref><px3pl><gen><subst><pl><gen>
өздеріннікілерді	0	өз<prn><ref><px3pl><gen><subst><pl><acc>
өздеріннікілермен	0	өз<prn><ref><px3pl><gen><subst><pl><ins>
өздеріннікілер	0	өз<prn><ref><px3pl><gen><subst><pl><nom>
өздеріннікімен	0	өз<prn><ref><px3pl><gen><subst><ins>
өздеріннікінге	0	өз<prn><ref><px3pl><gen><subst><dat>
өздеріннікінде	0	өз<prn><ref><px3pl><gen><subst><loc>
өздеріннікінен	0	өз<prn><ref><px3pl><gen><subst><abl>
өздеріннікінің	0	өз<prn><ref><px3pl><gen><subst><gen>
өздеріннікін	0	өз<prn><ref><px3pl><gen><subst><acc>
өздеріннікі	0	өз<prn><ref><px3pl><gen><subst><nom>
өзімдікінге	0	өз<prn><ref><px1sg><gen><subst><dat>
өзіміздікінге	0	өз<prn><ref><px1pl><gen><subst><dat>
өзіңдікінге	0	өз<prn><ref><px2sg><gen><subst><dat>
өзіңіздікінге	0	өз<prn><ref><px2sg><frm><gen><subst><dat>
өзіннікілерге	0	өз<prn><ref><px3sp><gen><subst><pl><dat>
өзіннікілерден	0	өз<prn><ref><px3sp><gen><subst><pl><abl>
өзіннікілерде	0	өз<prn><ref><px3sp><gen><subst><pl><loc>
өзіннікілердің	0	өз<prn><ref><px3sp><gen><subst><pl><gen>
өзіннікілерді	0	өз<prn><ref><px3sp><gen><subst><pl><acc>
өзіннікілермен	0	өз<prn><ref><px3sp><gen><subst><pl><ins>
өзіннікілер	0	өз<prn><ref><px3sp><gen><subst><pl><nom>
өзіннікімен	0	өз<prn><ref><px3sp><gen><subst><ins>
өзіннікінге	0	өз<prn><ref><px3sp><gen><subst><dat>
өзіннікінде	0	өз<prn><ref><px3sp><gen><subst><loc>
өзіннікінен	0	өз<prn><ref><px3sp><gen><subst><abl>
өзіннікінің	0	өз<prn><ref><px3sp><gen><subst><gen>
өзіннікін	0	өз<prn><ref><px3sp><gen><subst><acc>
өзіннікі	0	өз<prn><ref><px3sp><gen><subst><nom>
шақырарларыннікі	0	шақыр<v><tv><gpr_fut><subst><pl><px3sp><gen><subst><nom>
шақырарлығыннікі	0	шақыр<v><tv><ger_ppot><px3sp><gen><subst><nom>
шақырарлығыннікі	0	шақыр<v><tv><gpr_ppot><px3sp><gen><subst><nom>
шақырарлықтарыннікі	0	шақыр<v><tv><gpr_ppot><pl><px3sp><gen><subst><nom>
шақырарыннікі	0	шақыр<v><tv><ger_fut><px3sp><gen><subst><nom>
шақырарыннікі	0	шақыр<v><tv><gpr_fut><subst><px3sp><gen><subst><nom>
шақыратына	0	шақыр<v><tv><gpr_impf><subst><dat>
шақыратындарыннікі	0	шақыр<v><tv><gpr_impf><subst><pl><px3sp><gen><subst><nom>
шақыратыныннікі	0	шақыр<v><tv><ger_impf><px3sp><gen><subst><nom>
шақыратыныннікі	0	шақыр<v><tv><gpr_impf><subst><px3sp><gen><subst><nom>
шақырғандарыннікі	0	шақыр<v><tv><ger_past><pl><px3sp><gen><subst><nom>
шақырғандарыннікі	0	шақыр<v><tv><gpr_past><subst><pl><px3sp><gen><subst><nom>
шақырғандығыннікі	0	шақыр<v><tv><ger_perf><px3sp><gen><subst><nom>
шақырғандықтарыннікі	0	шақыр<v><tv><ger_perf><pl><px3sp><gen><subst><nom>
шақырғаныннікі	0	шақыр<v><tv><ger_past><px3sp><gen><subst><nom>
шақырғаныннікі	0	шақыр<v><tv><gpr_past><subst><px3sp><gen><subst><nom>
шақырмағанбыз	0	шақыр<v><tv><neg><past><p1><pl>
шақырмағандарыннікі	0	шақыр<v><tv><neg><ger_past><pl><px3sp><gen><subst><nom>
шақырмағандарыннікі	0	шақыр<v><tv><neg><gpr_past><subst><pl><px3sp><gen><subst><nom>
шақырмағандығыннікі	0	шақыр<v><tv><neg><ger_perf><px3sp><gen><subst><nom>
шақырмағандықтарыннікі	0	шақыр<v><tv><neg><ger_perf><pl><px3sp><gen><subst><nom>
шақырмағаныннікі	0	шақыр<v><tv><neg><ger_past><px3sp><gen><subst><nom>
шақырмағаныннікі	0	шақыр<v><tv><neg><gpr_past><subst><px3sp><gen><subst><nom>
шақырмағыннікі	0	шақыр<v><tv><ger_obs><px3sp><gen><subst><nom>
шақырмайм	0	шақыр<v><tv><neg><aor><p1><sg>
шақырмайтына	0	шақыр<v><tv><neg><gpr_impf><subst><dat>
шақырмайтынбыз	0	шақыр<v><tv><neg><pih><p1><pl>
шақырмайтындарыннікі	0	шақыр<v><tv><neg><gpr_impf><subst><pl><px3sp><gen><subst><nom>
шақырмайтыныннікі	0	шақыр<v><tv><neg><ger_impf><px3sp><gen><subst><nom>
шақырмайтыныннікі	0	шақыр<v><tv><neg><gpr_impf><subst><px3sp><gen><subst><nom>
шақырмақтарыннікі	0	шақыр<v><tv><ger_obs><pl><px3sp><gen><subst><nom>
шақырмаң	0	шақыр<v><tv><neg><imp><p2><frm><sg>
шақырмаңыздар	0	шақыр<v><tv><neg><imp><p2><frm><pl>
шақырмастарыннікі	0	шақыр<v><tv><neg><gpr_fut><subst><pl><px3sp><gen><subst><nom>
шақырмастығыннікі	0	шақыр<v><tv><neg><ger_ppot><px3sp><gen><subst><nom>
шақырмастығыннікі	0	шақыр<v><tv><neg><gpr_ppot><px3sp><gen><subst><nom>
шақырмастықтарыннікі	0	шақыр<v><tv><neg><gpr_ppot><pl><px3sp><gen><subst><nom>
шақырмасыннікі	0	шақыр<v><tv><neg><ger_fut><px3sp><gen><subst><nom>
шақырмасыннікі	0	шақыр<v><tv><neg><gpr_fut><subst><px3sp><gen><subst><nom>
шақырмауларыннікі	0	шақыр<v><tv><neg><ger><pl><px3sp><gen><subst><nom>
шақырмаушыларыннікі	0	шақыр<v><tv><neg><gpr_pot><subst><pl><px3sp><gen><subst><nom>
шақырмаушылығыннікі	0	шақыр<v><tv><neg><ger_abs><px3sp><gen><subst><nom>
шақырмаушылықтарыннікі	0	шақыр<v><tv><neg><ger_abs><pl><px3sp><gen><subst><nom>
шақырмаушысыннікі	0	шақыр<v><tv><neg><gpr_pot><subst><px3sp><gen><subst><nom>
шақырмауыннікі	0	шақыр<v><tv><neg><ger><px3sp><gen><subst><nom>
шақырп	0	шақыр<v><tv><prc_perf>
шақыруларыннікі	0	шақыр<v><tv><ger><pl><px3sp><gen><subst><nom>
шақырушыларыннікі	0	шақыр<v><tv><gpr_pot><subst><pl><px3sp><gen><subst><nom>
шақырушылығыннікі	0	шақыр<v><tv><ger_abs><px3sp><gen><subst><nom>
шақырушылықтарыннікі	0	шақыр<v><tv><ger_abs><pl><px3sp><gen><subst><nom>
шақырушысыннікі	0	шақыр<v><tv><gpr_pot><subst><px3sp><gen><subst><nom>
шақыруыннікі	0	шақыр<v><tv><ger><px3sp><gen><subst><nom>
шақырыларларыннікі	0	шақыр<v><tv><pass><gpr_fut><subst><pl><px3sp><gen><subst><nom>
шақырыларлығыннікі	0	шақыр<v><tv><pass><ger_ppot><px3sp><gen><subst><nom>
шақырыларлығыннікі	0	шақыр<v><tv><pass><gpr_ppot><px3sp><gen><subst><nom>
шақырыларлықтарыннікі	0	шақыр<v><tv><pass><gpr_ppot><pl><px3sp><gen><subst><nom>
шақырыларыннікі	0	шақыр<v><tv><pass><ger_fut><px3sp><gen><subst><nom>
шақырыларыннікі	0	шақыр<v><tv><pass><gpr_fut><subst><px3sp><gen><subst><nom>
шақырылатына	0	шақыр<v><tv><pass><gpr_impf><subst><dat>
шақырылатынбыз	0	шақыр<v><tv><pass><pih><p1><pl>
шақырылатындарыннікі	0	шақыр<v><tv><pass><gpr_impf><subst><pl><px3sp><gen><subst><nom>
шақырылатыныннікі	0	шақыр<v><tv><pass><ger_impf><px3sp><gen><subst><nom>
шақырылатыныннікі	0	шақыр<v><tv><pass><gpr_impf><subst><px3sp><gen><subst><nom>
шақырылғандарыннікі	0	шақыр<v><tv><pass><ger_past><pl><px3sp><gen><subst><nom>
шақырылғандарыннікі	0	шақыр<v><tv><pass><gpr_past><subst><pl><px3sp><gen><subst><nom>
шақырылғандығыннікі	0	шақыр<v><tv><pass><ger_perf><px3sp><gen><subst><nom>
шақырылғандықтарыннікі	0	шақыр<v><tv><pass><ger_perf><pl><px3sp><gen><subst><nom>
шақырылғаныннікі	0	шақыр<v><tv><pass><ger_past><px3sp><gen><subst><nom>
шақырылғаныннікі	0	шақыр<v><tv><pass><gpr_past><subst><px3sp><gen><subst><nom>
шақырылмағанбыз	0	шақыр<v><tv><pass><neg><past><p1><pl>
шақырылмағандарыннікі	0	шақыр<v><tv><pass><neg><ger_past><pl><px3sp><gen><subst><nom>
шақырылмағандарыннікі	0	шақыр<v><tv><pass><neg><gpr_past><subst><pl><px3sp><gen><subst><nom>
шақырылмағандығыннікі	0	шақыр<v><tv><pass><neg><ger_perf><px3sp><gen><subst><nom>
шақырылмағандықтарыннікі	0	шақыр<v><tv><pass><neg><ger_perf><pl><px3sp><gen><subst><nom>
шақырылмағаныннікі	0	шақыр<v><tv><pass><neg><ger_past><px3sp><gen><subst><nom>
шақырылмағаныннікі	0	шақыр<v><tv><pass><neg><gpr_past><subst><px3sp><gen><subst><nom>
шақырылмағыннікі	0	шақыр<v><tv><pass><ger_obs><px3sp><gen><subst><nom>
шақырылмайм	0	шақыр<v><tv><pass><neg><aor><p1><sg>
шақырылмайтына	0	шақыр<v><tv><pass><neg><gpr_impf><subst><dat>
шақырылмайтынбыз	0	шақыр<v><tv><pass><neg><pih><p1><pl>
шақырылмайтындарыннікі	0	шақыр<v><tv><pass><neg><gpr_impf><subst><pl><px3sp><gen><subst><nom>
шақырылмайтыныннікі	0	шақыр<v><tv><pass><neg><ger_impf><px3sp><gen><subst><nom>
шақырылмайтыныннікі	0	шақыр<v><tv><pass><neg><gpr_impf><subst><px3sp><gen><subst><nom>
шақырылмақтарыннікі	0	шақыр<v><tv><pass><ger_obs><pl><px3sp><gen><subst><nom>
шақырылмаң	0	шақыр<v><tv><pass><neg><imp><p2><frm><sg>
шақырылмаңыздар	0	шақыр<v><tv><pass><neg><imp><p2><frm><pl>
шақырылмастарыннікі	0	шақыр<v><tv><pass><neg><gpr_fut><subst><pl><px3sp><gen><subst><nom>
шақырылмастығыннікі	0	шақыр<v><tv><pass><neg><ger_ppot><px3sp><gen><subst><nom>
шақырылмастығыннікі	0	шақыр<v><tv><pass><neg><gpr_ppot><px3sp><gen><subst><nom>
шақырылмастықтарыннікі	0	шақыр<v><tv><pass><neg><gpr_ppot><pl><px3sp><gen><subst><nom>
шақырылмасыннікі	0	шақыр<v><tv><pass><neg><ger_fut><px3sp><gen><subst><nom>
шақырылмасыннікі	0	шақыр<v><tv><pass><neg><gpr_fut><subst><px3sp><gen><subst><nom>
шақырылмауларыннікі	0	шақыр<v><tv><pass><neg><ger><pl><px3sp><gen><subst><nom>
шақырылмаушыларыннікі	0	шақыр<v><tv><pass><neg><gpr_pot><subst><pl><px3sp><gen><subst><nom>
шақырылмаушылығыннікі	0	шақыр<v><tv><pass><neg><ger_abs><px3sp><gen><subst><nom>
шақырылмаушылықтарыннікі	0	шақыр<v><tv><pass><neg><ger_abs><pl><px3sp><gen><subst><nom>
шақырылмаушысыннікі	0	шақыр<v><tv><pass><neg><gpr_pot><subst><px3sp><gen><subst><nom>
шақырылмауыннікі	0	шақыр<v><tv><pass><neg><ger><px3sp><gen><subst><nom>
шақырылп	0	шақыр<v><tv><pass><prc_perf>
шақырылуларыннікі	0	шақыр<v><tv><pass><ger><pl><px3sp><gen><subst><nom>
шақырылушыларыннікі	0	шақыр<v><tv><pass><gpr_pot><subst><pl><px3sp><gen><subst><nom>
шақырылушылығыннікі	0	шақыр<v><tv><pass><ger_abs><px3sp><gen><subst><nom>
шақырылушылықтарыннікі	0	шақыр<v><tv><pass><ger_abs><pl><px3sp><gen><subst><nom>
шақырылушысыннікі	0	шақыр<v><tv><pass><gpr_pot><subst><px3sp><gen><subst><nom>
шақырылуыннікі	0	шақыр<v><tv><pass><ger><px3sp><gen><subst><nom>
шақырылың	0	шақыр<v><tv><pass><imp><p2><frm><sg>
шақырылыңыздар	0	шақыр<v><tv><pass><imp><p2><frm><pl>
шақырысарларыннікі	0	шақыр<v><tv><coop><gpr_fut><subst><pl><px3sp><gen><subst><nom>
шақырысарлығыннікі	0	шақыр<v><tv><coop><ger_ppot><px3sp><gen><subst><nom>
шақырысарлығыннікі	0	шақыр<v><tv><coop><gpr_ppot><px3sp><gen><subst><nom>
шақырысарлықтарыннікі	0	шақыр<v><tv><coop><gpr_ppot><pl><px3sp><gen><subst><nom>
шақырысарыннікі	0	шақыр<v><tv><coop><ger_fut><px3sp><gen><subst><nom>
шақырысарыннікі	0	шақыр<v><tv><coop><gpr_fut><subst><px3sp><gen><subst><nom>
шақырысатына	0	шақыр<v><tv><coop><gpr_impf><subst><dat>
шақырысатынбыз	0	шақыр<v><tv><coop><pih><p1><pl>
шақырысатындарыннікі	0	шақыр<v><tv><coop><gpr_impf><subst><pl><px3sp><gen><subst><nom>
шақырысатыныннікі	0	шақыр<v><tv><coop><ger_impf><px3sp><gen><subst><nom>
шақырысатыныннікі	0	шақыр<v><tv><coop><gpr_impf><subst><px3sp><gen><subst><nom>
шақырысқанбыз	0	шақыр<v><tv><coop><past><p1><pl>
шақырысқандарыннікі	0	шақыр<v><tv><coop><ger_past><pl><px3sp><gen><subst><nom>
шақырысқандарыннікі	0	шақыр<v><tv><coop><gpr_past><subst><pl><px3sp><gen><subst><nom>
шақырысқандығыннікі	0	шақыр<v><tv><coop><ger_perf><px3sp><gen><subst><nom>
шақырысқандықтарыннікі	0	шақыр<v><tv><coop><ger_perf><pl><px3sp><gen><subst><nom>
шақырысқаныннікі	0	шақыр<v><tv><coop><ger_past><px3sp><gen><subst><nom>
шақырысқаныннікі	0	шақыр<v><tv><coop><gpr_past><subst><px3sp><gen><subst><nom>
шақырыспағанбыз	0	шақыр<v><tv><coop><neg><past><p1><pl>
шақырыспағандарыннікі	0	шақыр<v><tv><coop><neg><ger_past><pl><px3sp><gen><subst><nom>
шақырыспағандарыннікі	0	шақыр<v><tv><coop><neg><gpr_past><subst><pl><px3sp><gen><subst><nom>
шақырыспағандығыннікі	0	шақыр<v><tv><coop><neg><ger_perf><px3sp><gen><subst><nom>
шақырыспағандықтарыннікі	0	шақыр<v><tv><coop><neg><ger_perf><pl><px3sp><gen><subst><nom>
шақырыспағаныннікі	0	шақыр<v><tv><coop><neg><ger_past><px3sp><gen><subst><nom>
шақырыспағаныннікі	0	шақыр<v><tv><coop><neg><gpr_past><subst><px3sp><gen><subst><nom>
шақырыспағыннікі	0	шақыр<v><tv><coop><ger_obs><px3sp><gen><subst><nom>
шақырыспайм	0	шақыр<v><tv><coop><neg><aor><p1><sg>
шақырыспайтына	0	шақыр<v><tv><coop><neg><gpr_impf><subst><dat>
шақырыспайтынбыз	0	шақыр<v><tv><coop><neg><pih><p1><pl>
шақырыспайтындарыннікі	0	шақыр<v><tv><coop><neg><gpr_impf><subst><pl><px3sp><gen><subst><nom>
шақырыспайтыныннікі	0	шақыр<v><tv><coop><neg><ger_impf><px3sp><gen><subst><nom>
шақырыспайтыныннікі	0	шақыр<v><tv><coop><neg><gpr_impf><subst><px3sp><gen><subst><nom>
шақырыспақтарыннікі	0	шақыр<v><tv><coop><ger_obs><pl><px3sp><gen><subst><nom>
шақырыспаң	0	шақыр<v><tv><coop><neg><imp><p2><frm><sg>
шақырыспаңыздар	0	шақыр<v><tv><coop><neg><imp><p2><frm><pl>
шақырыспастарыннікі	0	шақыр<v><tv><coop><neg><gpr_fut><subst><pl><px3sp><gen><subst><nom>
шақырыспастығыннікі	0	шақыр<v><tv><coop><neg><ger_ppot><px3sp><gen><subst><nom>
шақырыспастығыннікі	0	шақыр<v><tv><coop><neg><gpr_ppot><px3sp><gen><subst><nom>
шақырыспастықтарыннікі	0	шақыр<v><tv><coop><neg><gpr_ppot><pl><px3sp><gen><subst><nom>
шақырыспасыннікі	0	шақыр<v><tv><coop><neg><ger_fut><px3sp><gen><subst><nom>
шақырыспасыннікі	0	шақыр<v><tv><coop><neg><gpr_fut><subst><px3sp><gen><subst><nom>
шақырыспауларыннікі	0	шақыр<v><tv><coop><neg><ger><pl><px3sp><gen><subst><nom>
